nome,uf,siglaUf
TANGARÁ,SANTA CATARINA,SC
TIGRINHOS,SANTA CATARINA,SC
TIJUCAS,SANTA CATARINA,SC
TIMBÉ DO SUL,SANTA CATARINA,SC
TIMBÓ,SANTA CATARINA,SC
TIMBÓ GRANDE,SANTA CATARINA,SC
TRÊS BARRAS,SANTA CATARINA,SC
TREVISO,SANTA CATARINA,SC
TREZE DE MAIO,SANTA CATARINA,SC
TREZE TÍLIAS,SANTA CATARINA,SC
TROMBUDO CENTRAL,SANTA CATARINA,SC
TUBARÃO,SANTA CATARINA,SC
TUNÁPOLIS,SANTA CATARINA,SC
TURVO,SANTA CATARINA,SC
UNIÃO DO OESTE,SANTA CATARINA,SC
URUBICI,SANTA CATARINA,SC
URUPEMA,SANTA CATARINA,SC
URUSSANGA,SANTA CATARINA,SC
VARGEÃO,SANTA CATARINA,SC
VARGEM,SANTA CATARINA,SC
VARGEM BONITA,SANTA CATARINA,SC
VIDAL RAMOS,SANTA CATARINA,SC
VIDEIRA,SANTA CATARINA,SC
VÍTOR MEIRELES,SANTA CATARINA,SC
WITMARSUM,SANTA CATARINA,SC
XANXERÊ,SANTA CATARINA,SC
XAVANTINA,SANTA CATARINA,SC
XAXIM,SANTA CATARINA,SC
ZORTÉA,SANTA CATARINA,SC
ACEGUÁ,RIO GRANDE DO SUL,RS
ÁGUA SANTA,RIO GRANDE DO SUL,RS
AGUDO,RIO GRANDE DO SUL,RS
AJURICABA,RIO GRANDE DO SUL,RS
ALECRIM,RIO GRANDE DO SUL,RS
ALEGRETE,RIO GRANDE DO SUL,RS
ALEGRIA,RIO GRANDE DO SUL,RS
ALMIRANTE TAMANDARÉ DO SUL,RIO GRANDE DO SUL,RS
ALPESTRE,RIO GRANDE DO SUL,RS
ALTO ALEGRE,RIO GRANDE DO SUL,RS
ALTO FELIZ,RIO GRANDE DO SUL,RS
ALVORADA,RIO GRANDE DO SUL,RS
AMARAL FERRADOR,RIO GRANDE DO SUL,RS
AMETISTA DO SUL,RIO GRANDE DO SUL,RS
ANDRÉ DA ROCHA,RIO GRANDE DO SUL,RS
ANTA GORDA,RIO GRANDE DO SUL,RS
ANTÔNIO PRADO,RIO GRANDE DO SUL,RS
ARAMBARÉ,RIO GRANDE DO SUL,RS
ARARICÁ,RIO GRANDE DO SUL,RS
ARATIBA,RIO GRANDE DO SUL,RS
ARROIO DO MEIO,RIO GRANDE DO SUL,RS
ARROIO DO SAL,RIO GRANDE DO SUL,RS
ARROIO DO PADRE,RIO GRANDE DO SUL,RS
ARROIO DOS RATOS,RIO GRANDE DO SUL,RS
ARROIO DO TIGRE,RIO GRANDE DO SUL,RS
ARROIO GRANDE,RIO GRANDE DO SUL,RS
ARVOREZINHA,RIO GRANDE DO SUL,RS
AUGUSTO PESTANA,RIO GRANDE DO SUL,RS
ÁUREA,RIO GRANDE DO SUL,RS
BAGÉ,RIO GRANDE DO SUL,RS
BALNEÁRIO PINHAL,RIO GRANDE DO SUL,RS
BARÃO,RIO GRANDE DO SUL,RS
BARÃO DE COTEGIPE,RIO GRANDE DO SUL,RS
BARÃO DO TRIUNFO,RIO GRANDE DO SUL,RS
BARRACÃO,RIO GRANDE DO SUL,RS
BARRA DO GUARITA,RIO GRANDE DO SUL,RS
BARRA DO QUARAÍ,RIO GRANDE DO SUL,RS
BARRA DO RIBEIRO,RIO GRANDE DO SUL,RS
BARRA DO RIO AZUL,RIO GRANDE DO SUL,RS
BARRA FUNDA,RIO GRANDE DO SUL,RS
BARROS CASSAL,RIO GRANDE DO SUL,RS
BENJAMIN CONSTANT DO SUL,RIO GRANDE DO SUL,RS
BENTO GONÇALVES,RIO GRANDE DO SUL,RS
BOA VISTA DAS MISSÕES,RIO GRANDE DO SUL,RS
BOA VISTA DO BURICÁ,RIO GRANDE DO SUL,RS
BOA VISTA DO CADEADO,RIO GRANDE DO SUL,RS
BOA VISTA DO INCRA,RIO GRANDE DO SUL,RS
BOA VISTA DO SUL,RIO GRANDE DO SUL,RS
BOM JESUS,RIO GRANDE DO SUL,RS
BOM PRINCÍPIO,RIO GRANDE DO SUL,RS
BOM PROGRESSO,RIO GRANDE DO SUL,RS
BOM RETIRO DO SUL,RIO GRANDE DO SUL,RS
BOQUEIRÃO DO LEÃO,RIO GRANDE DO SUL,RS
BOSSOROCA,RIO GRANDE DO SUL,RS
BOZANO,RIO GRANDE DO SUL,RS
BRAGA,RIO GRANDE DO SUL,RS
BROCHIER,RIO GRANDE DO SUL,RS
BUTIÁ,RIO GRANDE DO SUL,RS
CAÇAPAVA DO SUL,RIO GRANDE DO SUL,RS
CACEQUI,RIO GRANDE DO SUL,RS
CACHOEIRA DO SUL,RIO GRANDE DO SUL,RS
CACHOEIRINHA,RIO GRANDE DO SUL,RS
CACIQUE DOBLE,RIO GRANDE DO SUL,RS
CAIBATÉ,RIO GRANDE DO SUL,RS
CAIÇARA,RIO GRANDE DO SUL,RS
CAMAQUÃ,RIO GRANDE DO SUL,RS
CAMARGO,RIO GRANDE DO SUL,RS
CAMBARÁ DO SUL,RIO GRANDE DO SUL,RS
CAMPESTRE DA SERRA,RIO GRANDE DO SUL,RS
CAMPINA DAS MISSÕES,RIO GRANDE DO SUL,RS
CAMPINAS DO SUL,RIO GRANDE DO SUL,RS
CAMPO BOM,RIO GRANDE DO SUL,RS
CAMPO NOVO,RIO GRANDE DO SUL,RS
CAMPOS BORGES,RIO GRANDE DO SUL,RS
CANDELÁRIA,RIO GRANDE DO SUL,RS
CÂNDIDO GODÓI,RIO GRANDE DO SUL,RS
CANDIOTA,RIO GRANDE DO SUL,RS
CANELA,RIO GRANDE DO SUL,RS
CANGUÇU,RIO GRANDE DO SUL,RS
CANOAS,RIO GRANDE DO SUL,RS
CANUDOS DO VALE,RIO GRANDE DO SUL,RS
CAPÃO BONITO DO SUL,RIO GRANDE DO SUL,RS
CAPÃO DA CANOA,RIO GRANDE DO SUL,RS
CAPÃO DO CIPÓ,RIO GRANDE DO SUL,RS
CAPÃO DO LEÃO,RIO GRANDE DO SUL,RS
CAPIVARI DO SUL,RIO GRANDE DO SUL,RS
CAPELA DE SANTANA,RIO GRANDE DO SUL,RS
CAPITÃO,RIO GRANDE DO SUL,RS
CARAZINHO,RIO GRANDE DO SUL,RS
CARAÁ,RIO GRANDE DO SUL,RS
CARLOS BARBOSA,RIO GRANDE DO SUL,RS
CARLOS GOMES,RIO GRANDE DO SUL,RS
CASCA,RIO GRANDE DO SUL,RS
CASEIROS,RIO GRANDE DO SUL,RS
CATUÍPE,RIO GRANDE DO SUL,RS
CAXIAS DO SUL,RIO GRANDE DO SUL,RS
CENTENÁRIO,RIO GRANDE DO SUL,RS
CERRITO,RIO GRANDE DO SUL,RS
CERRO BRANCO,RIO GRANDE DO SUL,RS
CERRO GRANDE,RIO GRANDE DO SUL,RS
CERRO GRANDE DO SUL,RIO GRANDE DO SUL,RS
CERRO LARGO,RIO GRANDE DO SUL,RS
CHAPADA,RIO GRANDE DO SUL,RS
CHARQUEADAS,RIO GRANDE DO SUL,RS
CHARRUA,RIO GRANDE DO SUL,RS
CHIAPETTA,RIO GRANDE DO SUL,RS
CHUÍ,RIO GRANDE DO SUL,RS
CHUVISCA,RIO GRANDE DO SUL,RS
CIDREIRA,RIO GRANDE DO SUL,RS
CIRÍACO,RIO GRANDE DO SUL,RS
COLINAS,RIO GRANDE DO SUL,RS
COLORADO,RIO GRANDE DO SUL,RS
CONDOR,RIO GRANDE DO SUL,RS
CONSTANTINA,RIO GRANDE DO SUL,RS
COQUEIRO BAIXO,RIO GRANDE DO SUL,RS
COQUEIROS DO SUL,RIO GRANDE DO SUL,RS
CORONEL BARROS,RIO GRANDE DO SUL,RS
CORONEL BICACO,RIO GRANDE DO SUL,RS
CORONEL PILAR,RIO GRANDE DO SUL,RS
COTIPORÃ,RIO GRANDE DO SUL,RS
COXILHA,RIO GRANDE DO SUL,RS
CRISSIUMAL,RIO GRANDE DO SUL,RS
CRISTAL,RIO GRANDE DO SUL,RS
CRISTAL DO SUL,RIO GRANDE DO SUL,RS
CRUZ ALTA,RIO GRANDE DO SUL,RS
CRUZALTENSE,RIO GRANDE DO SUL,RS
CRUZEIRO DO SUL,RIO GRANDE DO SUL,RS
DAVID CANABARRO,RIO GRANDE DO SUL,RS
DERRUBADAS,RIO GRANDE DO SUL,RS
DEZESSEIS DE NOVEMBRO,RIO GRANDE DO SUL,RS
DILERMANDO DE AGUIAR,RIO GRANDE DO SUL,RS
DOIS IRMÃOS,RIO GRANDE DO SUL,RS
DOIS IRMÃOS DAS MISSÕES,RIO GRANDE DO SUL,RS
DOIS LAJEADOS,RIO GRANDE DO SUL,RS
DOM FELICIANO,RIO GRANDE DO SUL,RS
DOM PEDRO DE ALCÂNTARA,RIO GRANDE DO SUL,RS
DOM PEDRITO,RIO GRANDE DO SUL,RS
DONA FRANCISCA,RIO GRANDE DO SUL,RS
DOUTOR MAURÍCIO CARDOSO,RIO GRANDE DO SUL,RS
DOUTOR RICARDO,RIO GRANDE DO SUL,RS
ELDORADO DO SUL,RIO GRANDE DO SUL,RS
ENCANTADO,RIO GRANDE DO SUL,RS
ENCRUZILHADA DO SUL,RIO GRANDE DO SUL,RS
ENGENHO VELHO,RIO GRANDE DO SUL,RS
ENTRE-IJUÍS,RIO GRANDE DO SUL,RS
ENTRE RIOS DO SUL,RIO GRANDE DO SUL,RS
EREBANGO,RIO GRANDE DO SUL,RS
ERECHIM,RIO GRANDE DO SUL,RS
ERNESTINA,RIO GRANDE DO SUL,RS
HERVAL,RIO GRANDE DO SUL,RS
ERVAL GRANDE,RIO GRANDE DO SUL,RS
ERVAL SECO,RIO GRANDE DO SUL,RS
ESMERALDA,RIO GRANDE DO SUL,RS
ESPERANÇA DO SUL,RIO GRANDE DO SUL,RS
ESPUMOSO,RIO GRANDE DO SUL,RS
ESTAÇÃO,RIO GRANDE DO SUL,RS
ESTÂNCIA VELHA,RIO GRANDE DO SUL,RS
ESTEIO,RIO GRANDE DO SUL,RS
ESTRELA,RIO GRANDE DO SUL,RS
ESTRELA VELHA,RIO GRANDE DO SUL,RS
EUGÊNIO DE CASTRO,RIO GRANDE DO SUL,RS
FAGUNDES VARELA,RIO GRANDE DO SUL,RS
FARROUPILHA,RIO GRANDE DO SUL,RS
FAXINAL DO SOTURNO,RIO GRANDE DO SUL,RS
FAXINALZINHO,RIO GRANDE DO SUL,RS
FAZENDA VILANOVA,RIO GRANDE DO SUL,RS
FELIZ,RIO GRANDE DO SUL,RS
FLORES DA CUNHA,RIO GRANDE DO SUL,RS
FLORIANO PEIXOTO,RIO GRANDE DO SUL,RS
FONTOURA XAVIER,RIO GRANDE DO SUL,RS
FORMIGUEIRO,RIO GRANDE DO SUL,RS
FORQUETINHA,RIO GRANDE DO SUL,RS
FORTALEZA DOS VALOS,RIO GRANDE DO SUL,RS
FREDERICO WESTPHALEN,RIO GRANDE DO SUL,RS
GARIBALDI,RIO GRANDE DO SUL,RS
GARRUCHOS,RIO GRANDE DO SUL,RS
GAURAMA,RIO GRANDE DO SUL,RS
GENERAL CÂMARA,RIO GRANDE DO SUL,RS
GENTIL,RIO GRANDE DO SUL,RS
GETÚLIO VARGAS,RIO GRANDE DO SUL,RS
GIRUÁ,RIO GRANDE DO SUL,RS
GLORINHA,RIO GRANDE DO SUL,RS
GRAMADO,RIO GRANDE DO SUL,RS
GRAMADO DOS LOUREIROS,RIO GRANDE DO SUL,RS
GRAMADO XAVIER,RIO GRANDE DO SUL,RS
GRAVATAÍ,RIO GRANDE DO SUL,RS
GUABIJU,RIO GRANDE DO SUL,RS
GUAÍBA,RIO GRANDE DO SUL,RS
GUAPORÉ,RIO GRANDE DO SUL,RS
GUARANI DAS MISSÕES,RIO GRANDE DO SUL,RS
HARMONIA,RIO GRANDE DO SUL,RS
HERVEIRAS,RIO GRANDE DO SUL,RS
HORIZONTINA,RIO GRANDE DO SUL,RS
HULHA NEGRA,RIO GRANDE DO SUL,RS
HUMAITÁ,RIO GRANDE DO SUL,RS
IBARAMA,RIO GRANDE DO SUL,RS
IBIAÇÁ,RIO GRANDE DO SUL,RS
IBIRAIARAS,RIO GRANDE DO SUL,RS
IBIRAPUITÃ,RIO GRANDE DO SUL,RS
IBIRUBÁ,RIO GRANDE DO SUL,RS
IGREJINHA,RIO GRANDE DO SUL,RS
IJUÍ,RIO GRANDE DO SUL,RS
ILÓPOLIS,RIO GRANDE DO SUL,RS
IMBÉ,RIO GRANDE DO SUL,RS
IMIGRANTE,RIO GRANDE DO SUL,RS
INDEPENDÊNCIA,RIO GRANDE DO SUL,RS
INHACORÁ,RIO GRANDE DO SUL,RS
IPÊ,RIO GRANDE DO SUL,RS
IPIRANGA DO SUL,RIO GRANDE DO SUL,RS
IRAÍ,RIO GRANDE DO SUL,RS
ITAARA,RIO GRANDE DO SUL,RS
ITACURUBI,RIO GRANDE DO SUL,RS
ITAPUCA,RIO GRANDE DO SUL,RS
ITAQUI,RIO GRANDE DO SUL,RS
ITATI,RIO GRANDE DO SUL,RS
ITATIBA DO SUL,RIO GRANDE DO SUL,RS
IVORÁ,RIO GRANDE DO SUL,RS
IVOTI,RIO GRANDE DO SUL,RS
JABOTICABA,RIO GRANDE DO SUL,RS
JACUIZINHO,RIO GRANDE DO SUL,RS
JACUTINGA,RIO GRANDE DO SUL,RS
JAGUARÃO,RIO GRANDE DO SUL,RS
JAGUARI,RIO GRANDE DO SUL,RS
JAQUIRANA,RIO GRANDE DO SUL,RS
JARI,RIO GRANDE DO SUL,RS
JÓIA,RIO GRANDE DO SUL,RS
JÚLIO DE CASTILHOS,RIO GRANDE DO SUL,RS
LAGOA BONITA DO SUL,RIO GRANDE DO SUL,RS
LAGOÃO,RIO GRANDE DO SUL,RS
LAGOA DOS TRÊS CANTOS,RIO GRANDE DO SUL,RS
LAGOA VERMELHA,RIO GRANDE DO SUL,RS
LAJEADO,RIO GRANDE DO SUL,RS
LAJEADO DO BUGRE,RIO GRANDE DO SUL,RS
LAVRAS DO SUL,RIO GRANDE DO SUL,RS
LIBERATO SALZANO,RIO GRANDE DO SUL,RS
LINDOLFO COLLOR,RIO GRANDE DO SUL,RS
LINHA NOVA,RIO GRANDE DO SUL,RS
MACHADINHO,RIO GRANDE DO SUL,RS
MAÇAMBARÁ,RIO GRANDE DO SUL,RS
MAMPITUBA,RIO GRANDE DO SUL,RS
MANOEL VIANA,RIO GRANDE DO SUL,RS
MAQUINÉ,RIO GRANDE DO SUL,RS
MARATÁ,RIO GRANDE DO SUL,RS
MARAU,RIO GRANDE DO SUL,RS
MARCELINO RAMOS,RIO GRANDE DO SUL,RS
MARIANA PIMENTEL,RIO GRANDE DO SUL,RS
MARIANO MORO,RIO GRANDE DO SUL,RS
MARQUES DE SOUZA,RIO GRANDE DO SUL,RS
MATA,RIO GRANDE DO SUL,RS
MATO CASTELHANO,RIO GRANDE DO SUL,RS
MATO LEITÃO,RIO GRANDE DO SUL,RS
MATO QUEIMADO,RIO GRANDE DO SUL,RS
MAXIMILIANO DE ALMEIDA,RIO GRANDE DO SUL,RS
MINAS DO LEÃO,RIO GRANDE DO SUL,RS
MIRAGUAÍ,RIO GRANDE DO SUL,RS
MONTAURI,RIO GRANDE DO SUL,RS
MONTE ALEGRE DOS CAMPOS,RIO GRANDE DO SUL,RS
MONTE BELO DO SUL,RIO GRANDE DO SUL,RS
MONTENEGRO,RIO GRANDE DO SUL,RS
MORMAÇO,RIO GRANDE DO SUL,RS
MORRINHOS DO SUL,RIO GRANDE DO SUL,RS
MORRO REDONDO,RIO GRANDE DO SUL,RS
MORRO REUTER,RIO GRANDE DO SUL,RS
MOSTARDAS,RIO GRANDE DO SUL,RS
MUÇUM,RIO GRANDE DO SUL,RS
MUITOS CAPÕES,RIO GRANDE DO SUL,RS
MULITERNO,RIO GRANDE DO SUL,RS
NÃO-ME-TOQUE,RIO GRANDE DO SUL,RS
NICOLAU VERGUEIRO,RIO GRANDE DO SUL,RS
NONOAI,RIO GRANDE DO SUL,RS
NOVA ALVORADA,RIO GRANDE DO SUL,RS
NOVA ARAÇÁ,RIO GRANDE DO SUL,RS
NOVA BASSANO,RIO GRANDE DO SUL,RS
NOVA BOA VISTA,RIO GRANDE DO SUL,RS
NOVA BRÉSCIA,RIO GRANDE DO SUL,RS
NOVA CANDELÁRIA,RIO GRANDE DO SUL,RS
NOVA ESPERANÇA DO SUL,RIO GRANDE DO SUL,RS
NOVA HARTZ,RIO GRANDE DO SUL,RS
NOVA PÁDUA,RIO GRANDE DO SUL,RS
NOVA PALMA,RIO GRANDE DO SUL,RS
NOVA PETRÓPOLIS,RIO GRANDE DO SUL,RS
NOVA PRATA,RIO GRANDE DO SUL,RS
NOVA RAMADA,RIO GRANDE DO SUL,RS
NOVA ROMA DO SUL,RIO GRANDE DO SUL,RS
NOVA SANTA RITA,RIO GRANDE DO SUL,RS
NOVO CABRAIS,RIO GRANDE DO SUL,RS
NOVO HAMBURGO,RIO GRANDE DO SUL,RS
NOVO MACHADO,RIO GRANDE DO SUL,RS
NOVO TIRADENTES,RIO GRANDE DO SUL,RS
NOVO XINGU,RIO GRANDE DO SUL,RS
NOVO BARREIRO,RIO GRANDE DO SUL,RS
OSÓRIO,RIO GRANDE DO SUL,RS
PAIM FILHO,RIO GRANDE DO SUL,RS
PALMARES DO SUL,RIO GRANDE DO SUL,RS
PALMEIRA DAS MISSÕES,RIO GRANDE DO SUL,RS
PALMITINHO,RIO GRANDE DO SUL,RS
PANAMBI,RIO GRANDE DO SUL,RS
PANTANO GRANDE,RIO GRANDE DO SUL,RS
PARAÍ,RIO GRANDE DO SUL,RS
PARAÍSO DO SUL,RIO GRANDE DO SUL,RS
PARECI NOVO,RIO GRANDE DO SUL,RS
PAROBÉ,RIO GRANDE DO SUL,RS
PASSA SETE,RIO GRANDE DO SUL,RS
PASSO DO SOBRADO,RIO GRANDE DO SUL,RS
PASSO FUNDO,RIO GRANDE DO SUL,RS
PAULO BENTO,RIO GRANDE DO SUL,RS
PAVERAMA,RIO GRANDE DO SUL,RS
PEDRAS ALTAS,RIO GRANDE DO SUL,RS
PEDRO OSÓRIO,RIO GRANDE DO SUL,RS
PEJUÇARA,RIO GRANDE DO SUL,RS
PELOTAS,RIO GRANDE DO SUL,RS
PICADA CAFÉ,RIO GRANDE DO SUL,RS
PINHAL,RIO GRANDE DO SUL,RS
PINHAL DA SERRA,RIO GRANDE DO SUL,RS
PINHAL GRANDE,RIO GRANDE DO SUL,RS
PINHEIRINHO DO VALE,RIO GRANDE DO SUL,RS
PINHEIRO MACHADO,RIO GRANDE DO SUL,RS
PINTO BANDEIRA,RIO GRANDE DO SUL,RS
PIRAPÓ,RIO GRANDE DO SUL,RS
PIRATINI,RIO GRANDE DO SUL,RS
PLANALTO,RIO GRANDE DO SUL,RS
POÇO DAS ANTAS,RIO GRANDE DO SUL,RS
PONTÃO,RIO GRANDE DO SUL,RS
PONTE PRETA,RIO GRANDE DO SUL,RS
PORTÃO,RIO GRANDE DO SUL,RS
PORTO ALEGRE,RIO GRANDE DO SUL,RS
PORTO LUCENA,RIO GRANDE DO SUL,RS
PORTO MAUÁ,RIO GRANDE DO SUL,RS
PORTO VERA CRUZ,RIO GRANDE DO SUL,RS
PORTO XAVIER,RIO GRANDE DO SUL,RS
POUSO NOVO,RIO GRANDE DO SUL,RS
PRESIDENTE LUCENA,RIO GRANDE DO SUL,RS
PROGRESSO,RIO GRANDE DO SUL,RS
PROTÁSIO ALVES,RIO GRANDE DO SUL,RS
PUTINGA,RIO GRANDE DO SUL,RS
QUARAÍ,RIO GRANDE DO SUL,RS
QUATRO IRMÃOS,RIO GRANDE DO SUL,RS
QUEVEDOS,RIO GRANDE DO SUL,RS
QUINZE DE NOVEMBRO,RIO GRANDE DO SUL,RS
REDENTORA,RIO GRANDE DO SUL,RS
RELVADO,RIO GRANDE DO SUL,RS
RESTINGA SECA,RIO GRANDE DO SUL,RS
RIO DOS ÍNDIOS,RIO GRANDE DO SUL,RS
RIO GRANDE,RIO GRANDE DO SUL,RS
RIO PARDO,RIO GRANDE DO SUL,RS
RIOZINHO,RIO GRANDE DO SUL,RS
ROCA SALES,RIO GRANDE DO SUL,RS
RODEIO BONITO,RIO GRANDE DO SUL,RS
ROLADOR,RIO GRANDE DO SUL,RS
ROLANTE,RIO GRANDE DO SUL,RS
RONDA ALTA,RIO GRANDE DO SUL,RS
RONDINHA,RIO GRANDE DO SUL,RS
ROQUE GONZALES,RIO GRANDE DO SUL,RS
ROSÁRIO DO SUL,RIO GRANDE DO SUL,RS
SAGRADA FAMÍLIA,RIO GRANDE DO SUL,RS
SALDANHA MARINHO,RIO GRANDE DO SUL,RS
SALTO DO JACUÍ,RIO GRANDE DO SUL,RS
SALVADOR DAS MISSÕES,RIO GRANDE DO SUL,RS
SALVADOR DO SUL,RIO GRANDE DO SUL,RS
SANANDUVA,RIO GRANDE DO SUL,RS
SANTA BÁRBARA DO SUL,RIO GRANDE DO SUL,RS
SANTA CECÍLIA DO SUL,RIO GRANDE DO SUL,RS
SANTA CLARA DO SUL,RIO GRANDE DO SUL,RS
SANTA CRUZ DO SUL,RIO GRANDE DO SUL,RS
SANTA MARIA,RIO GRANDE DO SUL,RS
SANTA MARIA DO HERVAL,RIO GRANDE DO SUL,RS
SANTA MARGARIDA DO SUL,RIO GRANDE DO SUL,RS
SANTANA DA BOA VISTA,RIO GRANDE DO SUL,RS
SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,RS
SANTA ROSA,RIO GRANDE DO SUL,RS
SANTA TEREZA,RIO GRANDE DO SUL,RS
SANTA VITÓRIA DO PALMAR,RIO GRANDE DO SUL,RS
SANTIAGO,RIO GRANDE DO SUL,RS
SANTO ÂNGELO,RIO GRANDE DO SUL,RS
SANTO ANTÔNIO DO PALMA,RIO GRANDE DO SUL,RS
SANTO ANTÔNIO DA PATRULHA,RIO GRANDE DO SUL,RS
SANTO ANTÔNIO DAS MISSÕES,RIO GRANDE DO SUL,RS
SANTO ANTÔNIO DO PLANALTO,RIO GRANDE DO SUL,RS
SANTO AUGUSTO,RIO GRANDE DO SUL,RS
SANTO CRISTO,RIO GRANDE DO SUL,RS
SANTO EXPEDITO DO SUL,RIO GRANDE DO SUL,RS
SÃO BORJA,RIO GRANDE DO SUL,RS
SÃO DOMINGOS DO SUL,RIO GRANDE DO SUL,RS
SÃO FRANCISCO DE ASSIS,RIO GRANDE DO SUL,RS
SÃO FRANCISCO DE PAULA,RIO GRANDE DO SUL,RS
SÃO GABRIEL,RIO GRANDE DO SUL,RS
SÃO JERÔNIMO,RIO GRANDE DO SUL,RS
SÃO JOÃO DA URTIGA,RIO GRANDE DO SUL,RS
SÃO JOÃO DO POLÊSINE,RIO GRANDE DO SUL,RS
SÃO JORGE,RIO GRANDE DO SUL,RS
SÃO JOSÉ DAS MISSÕES,RIO GRANDE DO SUL,RS
SÃO JOSÉ DO HERVAL,RIO GRANDE DO SUL,RS
SÃO JOSÉ DO HORTÊNCIO,RIO GRANDE DO SUL,RS
SÃO JOSÉ DO INHACORÁ,RIO GRANDE DO SUL,RS
SÃO JOSÉ DO NORTE,RIO GRANDE DO SUL,RS
SÃO JOSÉ DO OURO,RIO GRANDE DO SUL,RS
SÃO JOSÉ DO SUL,RIO GRANDE DO SUL,RS
SÃO JOSÉ DOS AUSENTES,RIO GRANDE DO SUL,RS
SÃO LEOPOLDO,RIO GRANDE DO SUL,RS
SÃO LOURENÇO DO SUL,RIO GRANDE DO SUL,RS
SÃO LUIZ GONZAGA,RIO GRANDE DO SUL,RS
SÃO MARCOS,RIO GRANDE DO SUL,RS
SÃO MARTINHO,RIO GRANDE DO SUL,RS
SÃO MARTINHO DA SERRA,RIO GRANDE DO SUL,RS
SÃO MIGUEL DAS MISSÕES,RIO GRANDE DO SUL,RS
SÃO NICOLAU,RIO GRANDE DO SUL,RS
SÃO PAULO DAS MISSÕES,RIO GRANDE DO SUL,RS
SÃO PEDRO DA SERRA,RIO GRANDE DO SUL,RS
SÃO PEDRO DAS MISSÕES,RIO GRANDE DO SUL,RS
SÃO PEDRO DO BUTIÁ,RIO GRANDE DO SUL,RS
SÃO PEDRO DO SUL,RIO GRANDE DO SUL,RS
SÃO SEBASTIÃO DO CAÍ,RIO GRANDE DO SUL,RS
SÃO SEPÉ,RIO GRANDE DO SUL,RS
SÃO VALENTIM,RIO GRANDE DO SUL,RS
SÃO VALENTIM DO SUL,RIO GRANDE DO SUL,RS
SÃO VALÉRIO DO SUL,RIO GRANDE DO SUL,RS
SÃO VENDELINO,RIO GRANDE DO SUL,RS
SÃO VICENTE DO SUL,RIO GRANDE DO SUL,RS
SAPIRANGA,RIO GRANDE DO SUL,RS
SAPUCAIA DO SUL,RIO GRANDE DO SUL,RS
SARANDI,RIO GRANDE DO SUL,RS
SEBERI,RIO GRANDE DO SUL,RS
SEDE NOVA,RIO GRANDE DO SUL,RS
SEGREDO,RIO GRANDE DO SUL,RS
SELBACH,RIO GRANDE DO SUL,RS
SENADOR SALGADO FILHO,RIO GRANDE DO SUL,RS
SENTINELA DO SUL,RIO GRANDE DO SUL,RS
SERAFINA CORRÊA,RIO GRANDE DO SUL,RS
SÉRIO,RIO GRANDE DO SUL,RS
SERTÃO,RIO GRANDE DO SUL,RS
SERTÃO SANTANA,RIO GRANDE DO SUL,RS
SETE DE SETEMBRO,RIO GRANDE DO SUL,RS
SEVERIANO DE ALMEIDA,RIO GRANDE DO SUL,RS
SILVEIRA MARTINS,RIO GRANDE DO SUL,RS
SINIMBU,RIO GRANDE DO SUL,RS
SOBRADINHO,RIO GRANDE DO SUL,RS
SOLEDADE,RIO GRANDE DO SUL,RS
TABAÍ,RIO GRANDE DO SUL,RS
TAPEJARA,RIO GRANDE DO SUL,RS
TAPERA,RIO GRANDE DO SUL,RS
TAPES,RIO GRANDE DO SUL,RS
TAQUARA,RIO GRANDE DO SUL,RS
TAQUARI,RIO GRANDE DO SUL,RS
TAQUARUÇU DO SUL,RIO GRANDE DO SUL,RS
TAVARES,RIO GRANDE DO SUL,RS
TENENTE PORTELA,RIO GRANDE DO SUL,RS
TERRA DE AREIA,RIO GRANDE DO SUL,RS
TEUTÔNIA,RIO GRANDE DO SUL,RS
TIO HUGO,RIO GRANDE DO SUL,RS
TIRADENTES DO SUL,RIO GRANDE DO SUL,RS
TOROPI,RIO GRANDE DO SUL,RS
TORRES,RIO GRANDE DO SUL,RS
TRAMANDAÍ,RIO GRANDE DO SUL,RS
TRAVESSEIRO,RIO GRANDE DO SUL,RS
TRÊS ARROIOS,RIO GRANDE DO SUL,RS
TRÊS CACHOEIRAS,RIO GRANDE DO SUL,RS
TRÊS COROAS,RIO GRANDE DO SUL,RS
TRÊS DE MAIO,RIO GRANDE DO SUL,RS
TRÊS FORQUILHAS,RIO GRANDE DO SUL,RS
TRÊS PALMEIRAS,RIO GRANDE DO SUL,RS
TRÊS PASSOS,RIO GRANDE DO SUL,RS
TRINDADE DO SUL,RIO GRANDE DO SUL,RS
TRIUNFO,RIO GRANDE DO SUL,RS
TUCUNDUVA,RIO GRANDE DO SUL,RS
TUNAS,RIO GRANDE DO SUL,RS
TUPANCI DO SUL,RIO GRANDE DO SUL,RS
TUPANCIRETÃ,RIO GRANDE DO SUL,RS
TUPANDI,RIO GRANDE DO SUL,RS
TUPARENDI,RIO GRANDE DO SUL,RS
TURUÇU,RIO GRANDE DO SUL,RS
UBIRETAMA,RIO GRANDE DO SUL,RS
UNIÃO DA SERRA,RIO GRANDE DO SUL,RS
UNISTALDA,RIO GRANDE DO SUL,RS
URUGUAIANA,RIO GRANDE DO SUL,RS
VACARIA,RIO GRANDE DO SUL,RS
VALE VERDE,RIO GRANDE DO SUL,RS
